DocumentType;Country;Language;ISIN;DocumentConstraint;RecordDate;ChangeDate;Url;FileSize;Checksum;DisseminationRecipient
MR;GB;en;LU0605520377;RES;31/05/2020;12/06/2020;https://api.fundinfo.com/document/fb60300c672574769a0826158135c383_561636/MR_GB_en_LU0605520377_RES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;561636;fb60300c672574769a0826158135c383;
MR;GB;en;LU0605520377;YES;31/05/2020;12/06/2020;https://api.fundinfo.com/document/f5fef1a4829b7c4fc807f3b893bfad51_544568/MR_GB_en_LU0605520377_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;544568;f5fef1a4829b7c4fc807f3b893bfad51;
KID;GB;en;LU0611489658;YES;10/02/2020;19/02/2020;https://api.fundinfo.com/document/295b3617ef45aa2bb248faf16a8ba58e_105699/KID_GB_en_LU0611489658_YES_2020-02-10.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;105699;295b3617ef45aa2bb248faf16a8ba58e;
MR;GB;en;LU0611489658;RES;31/05/2020;12/06/2020;https://api.fundinfo.com/document/4dfc82e55b4cd12934de60dae8b75d1e_596959/MR_GB_en_LU0611489658_RES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;596959;4dfc82e55b4cd12934de60dae8b75d1e;
MR;GB;en;LU0611489658;YES;31/05/2020;10/06/2020;https://api.fundinfo.com/document/97f842087d2982702a8edc7097588d38_568016/MR_GB_en_LU0611489658_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;568016;97f842087d2982702a8edc7097588d38;
KID;GB;en;LU0611490078;YES;19/05/2020;26/05/2020;https://api.fundinfo.com/document/b470bb1733cf41b9bbbcc443a8d5012f_108010/KID_GB_en_LU0611490078_YES_2020-05-19.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;108010;b470bb1733cf41b9bbbcc443a8d5012f;
MR;GB;en;LU0611490078;RES;31/05/2020;12/06/2020;https://api.fundinfo.com/document/9fa5a7cc9f0ea94f782c82d2c78241d4_529141/MR_GB_en_LU0611490078_RES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;529141;9fa5a7cc9f0ea94f782c82d2c78241d4;
MR;GB;en;LU0611490078;YES;31/05/2020;12/06/2020;https://api.fundinfo.com/document/7233c5db6b2ca0e5bbe2418e98ceda75_493748/MR_GB_en_LU0611490078_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;493748;7233c5db6b2ca0e5bbe2418e98ceda75;
KID;GB;en;LU0619785693;YES;29/05/2020;30/05/2020;https://api.fundinfo.com/document/797f630b55bae4d42495d360539fc09e_59528/KID_GB_en_LU0619785693_YES_2020-05-29.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;59528;797f630b55bae4d42495d360539fc09e;
MR;GB;en;LU0619785693;YES;31/05/2020;15/06/2020;https://api.fundinfo.com/document/35018b2af46dcf543ad19151c09e3c7f_76075/MR_GB_en_LU0619785693_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;76075;35018b2af46dcf543ad19151c09e3c7f;
KID;GB;en;LU0619785859;YES;29/05/2020;30/05/2020;https://api.fundinfo.com/document/5a5f9509dd91b5932d72824e21fb2c87_59060/KID_GB_en_LU0619785859_YES_2020-05-29.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;59060;5a5f9509dd91b5932d72824e21fb2c87;
MR;GB;en;LU0619785859;RES;31/05/2020;15/06/2020;https://api.fundinfo.com/document/c1ab7ecc1747cd7c89cc6d0bf85af7f5_76189/MR_GB_en_LU0619785859_RES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;76189;c1ab7ecc1747cd7c89cc6d0bf85af7f5;
KID;GB;en;LU0621411155;YES;19/05/2020;26/05/2020;https://api.fundinfo.com/document/0e7c62d7094eb22f50b5ecb4ecf02db5_108125/KID_GB_en_LU0621411155_YES_2020-05-19.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;108125;0e7c62d7094eb22f50b5ecb4ecf02db5;
MR;GB;en;LU0621411155;RES;31/05/2020;12/06/2020;https://api.fundinfo.com/document/6faedccd1d2554e8def407ed6c471cf0_638650/MR_GB_en_LU0621411155_RES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;638650;6faedccd1d2554e8def407ed6c471cf0;
MR;GB;en;LU0621411155;YES;31/05/2020;12/06/2020;https://api.fundinfo.com/document/c532e7550f72e23bdf01be4c96362e1d_555946/MR_GB_en_LU0621411155_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;555946;c532e7550f72e23bdf01be4c96362e1d;
KID;GB;en;LU0637933531;YES;29/05/2020;30/05/2020;https://api.fundinfo.com/document/73a5088e7c84ba487d8f3293fec8bbe7_59202/KID_GB_en_LU0637933531_YES_2020-05-29.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;59202;73a5088e7c84ba487d8f3293fec8bbe7;
MR;GB;en;LU0637933531;YES;31/05/2020;15/06/2020;https://api.fundinfo.com/document/85bcaba7c7b62f16458c445406425307_75909/MR_GB_en_LU0637933531_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;75909;85bcaba7c7b62f16458c445406425307;
KID;GB;en;LU0640468533;YES;07/02/2020;14/02/2020;https://api.fundinfo.com/document/f971d42d3a58a44d44050dba6fbf734e_320212/KID_GB_en_LU0640468533_YES_2020-02-07.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;320212;f971d42d3a58a44d44050dba6fbf734e;
MR;GB;en;LU0640468533;RES;30/04/2020;03/06/2020;https://api.fundinfo.com/document/828dcb4d209e737bb4a1a71205c7b041_416828/MR_GB_en_LU0640468533_RES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;416828;828dcb4d209e737bb4a1a71205c7b041;
MR;GB;en;LU0640468533;YES;30/04/2020;04/06/2020;https://api.fundinfo.com/document/dd7b5bebcf7ee7ee9aa87cd61cef442f_269339/MR_GB_en_LU0640468533_YES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;269339;dd7b5bebcf7ee7ee9aa87cd61cef442f;
KID;GB;en;LU0640468962;YES;07/02/2020;14/02/2020;https://api.fundinfo.com/document/f971d42d3a58a44d44050dba6fbf734e_320212/KID_GB_en_LU0640468962_YES_2020-02-07.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;320212;f971d42d3a58a44d44050dba6fbf734e;
MR;GB;en;LU0640468962;RES;30/04/2020;03/06/2020;https://api.fundinfo.com/document/828dcb4d209e737bb4a1a71205c7b041_416828/MR_GB_en_LU0640468962_RES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;416828;828dcb4d209e737bb4a1a71205c7b041;
MR;GB;en;LU0640468962;YES;30/04/2020;04/06/2020;https://api.fundinfo.com/document/dd7b5bebcf7ee7ee9aa87cd61cef442f_269339/MR_GB_en_LU0640468962_YES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;269339;dd7b5bebcf7ee7ee9aa87cd61cef442f;
KID;GB;en;LU0640469770;YES;31/01/2020;10/02/2020;https://api.fundinfo.com/document/7f07a6682527cb5103081443475295e5_309714/KID_GB_en_LU0640469770_YES_2020-01-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;309714;7f07a6682527cb5103081443475295e5;
MR;GB;en;LU0640469770;RES;30/04/2020;03/06/2020;https://api.fundinfo.com/document/0ed19f451e182fe8370d1902afc4efee_417265/MR_GB_en_LU0640469770_RES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;417265;0ed19f451e182fe8370d1902afc4efee;
MR;GB;en;LU0640470513;RES;30/04/2020;03/06/2020;https://api.fundinfo.com/document/ee9974f55143dd9b53439a5613f51b8b_417761/MR_GB_en_LU0640470513_RES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;417761;ee9974f55143dd9b53439a5613f51b8b;
MR;GB;en;LU0640470513;YES;30/04/2020;04/06/2020;https://api.fundinfo.com/document/8dd27bd1478537e9afdb41f67326c573_269440/MR_GB_en_LU0640470513_YES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;269440;8dd27bd1478537e9afdb41f67326c573;
KID;GB;en;LU0640470513;YES;31/01/2020;10/02/2020;https://api.fundinfo.com/document/03deab488832fbf62668188980c7a6be_311001/KID_GB_en_LU0640470513_YES_2020-01-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;311001;03deab488832fbf62668188980c7a6be;
MR;GB;en;LU0640471321;YES;30/04/2020;04/06/2020;https://api.fundinfo.com/document/03a0aadd6b4e95484446f891cc00d54e_269748/MR_GB_en_LU0640471321_YES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;269748;03a0aadd6b4e95484446f891cc00d54e;
MR;GB;en;LU0640471321;RES;30/04/2020;03/06/2020;https://api.fundinfo.com/document/e82d9730eccf08b0d0dd2b5df393d9eb_413403/MR_GB_en_LU0640471321_RES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;413403;e82d9730eccf08b0d0dd2b5df393d9eb;
KID;GB;en;LU0640471321;YES;31/01/2020;10/02/2020;https://api.fundinfo.com/document/f383939711f4ecb3042f692d9c2cf033_309713/KID_GB_en_LU0640471321_YES_2020-01-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;309713;f383939711f4ecb3042f692d9c2cf033;
KID;GB;en;LU0640472725;YES;31/01/2020;11/02/2020;https://api.fundinfo.com/document/3d6a2bea6c2c94a595a7b9cb4b8c1b6f_308316/KID_GB_en_LU0640472725_YES_2020-01-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;308316;3d6a2bea6c2c94a595a7b9cb4b8c1b6f;
MR;GB;en;LU0640472725;RES;30/04/2020;03/06/2020;https://api.fundinfo.com/document/ec3d59555c8d927fbe0198629557d360_372477/MR_GB_en_LU0640472725_RES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;372477;ec3d59555c8d927fbe0198629557d360;
MR;GB;en;LU0640472725;YES;30/04/2020;04/06/2020;https://api.fundinfo.com/document/a01df5cbadf01b0ebbd67e0f4d06e043_262240/MR_GB_en_LU0640472725_YES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;262240;a01df5cbadf01b0ebbd67e0f4d06e043;
MR;GB;en;LU0640476718;RES;30/04/2020;03/06/2020;https://api.fundinfo.com/document/f05dca44dd424be126b2329696299a5c_505199/MR_GB_en_LU0640476718_RES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;505199;f05dca44dd424be126b2329696299a5c;
KID;GB;en;LU0640476718;YES;31/01/2020;07/02/2020;https://api.fundinfo.com/document/f5a152fcd492eb0b27ad40de0b49bbd6_310118/KID_GB_en_LU0640476718_YES_2020-01-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;310118;f5a152fcd492eb0b27ad40de0b49bbd6;
MR;GB;en;LU0640476718;YES;30/04/2020;04/06/2020;https://api.fundinfo.com/document/74f4d09e42e5b98cdf0227fb225f241a_272242/MR_GB_en_LU0640476718_YES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;272242;74f4d09e42e5b98cdf0227fb225f241a;
MR;GB;en;LU0640476809;RES;30/04/2020;03/06/2020;https://api.fundinfo.com/document/f05dca44dd424be126b2329696299a5c_505199/MR_GB_en_LU0640476809_RES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;505199;f05dca44dd424be126b2329696299a5c;
MR;GB;en;LU0640476809;YES;30/04/2020;04/06/2020;https://api.fundinfo.com/document/b02fb019c73fd9f72c261ba84ed31f0f_264666/MR_GB_en_LU0640476809_YES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;264666;b02fb019c73fd9f72c261ba84ed31f0f;
KID;GB;en;LU0640476809;YES;31/01/2020;07/02/2020;https://api.fundinfo.com/document/b909bca23af234f87f282b9e27d383c2_309051/KID_GB_en_LU0640476809_YES_2020-01-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;309051;b909bca23af234f87f282b9e27d383c2;
KID;GB;en;LU0640477104;YES;31/01/2020;07/02/2020;https://api.fundinfo.com/document/f5a152fcd492eb0b27ad40de0b49bbd6_310118/KID_GB_en_LU0640477104_YES_2020-01-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;310118;f5a152fcd492eb0b27ad40de0b49bbd6;
MR;GB;en;LU0640477104;RES;30/04/2020;03/06/2020;https://api.fundinfo.com/document/f05dca44dd424be126b2329696299a5c_505199/MR_GB_en_LU0640477104_RES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;505199;f05dca44dd424be126b2329696299a5c;
MR;GB;en;LU0640477104;YES;30/04/2020;04/06/2020;https://api.fundinfo.com/document/74f4d09e42e5b98cdf0227fb225f241a_272242/MR_GB_en_LU0640477104_YES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;272242;74f4d09e42e5b98cdf0227fb225f241a;
MR;GB;en;LU0640477286;RES;30/04/2020;03/06/2020;https://api.fundinfo.com/document/f05dca44dd424be126b2329696299a5c_505199/MR_GB_en_LU0640477286_RES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;505199;f05dca44dd424be126b2329696299a5c;
MR;GB;en;LU0640477286;YES;30/04/2020;04/06/2020;https://api.fundinfo.com/document/b02fb019c73fd9f72c261ba84ed31f0f_264666/MR_GB_en_LU0640477286_YES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;264666;b02fb019c73fd9f72c261ba84ed31f0f;
KID;GB;en;LU0640477286;YES;31/01/2020;07/02/2020;https://api.fundinfo.com/document/b909bca23af234f87f282b9e27d383c2_309051/KID_GB_en_LU0640477286_YES_2020-01-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;309051;b909bca23af234f87f282b9e27d383c2;
KID;GB;en;LU0640477955;YES;31/01/2020;07/02/2020;https://api.fundinfo.com/document/61b7f9b14778f18e1dde4a73a45c6346_310205/KID_GB_en_LU0640477955_YES_2020-01-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;310205;61b7f9b14778f18e1dde4a73a45c6346;
MR;GB;en;LU0640477955;YES;30/04/2020;04/06/2020;https://api.fundinfo.com/document/91f106eaa171b1430832bcc2a2d4a976_272514/MR_GB_en_LU0640477955_YES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;272514;91f106eaa171b1430832bcc2a2d4a976;
MR;GB;en;LU0640477955;RES;30/04/2020;03/06/2020;https://api.fundinfo.com/document/f05dca44dd424be126b2329696299a5c_505199/MR_GB_en_LU0640477955_RES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;505199;f05dca44dd424be126b2329696299a5c;
KID;GB;en;LU0640478177;YES;31/01/2020;07/02/2020;https://api.fundinfo.com/document/61b7f9b14778f18e1dde4a73a45c6346_310205/KID_GB_en_LU0640478177_YES_2020-01-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;310205;61b7f9b14778f18e1dde4a73a45c6346;
MR;GB;en;LU0640478177;RES;30/04/2020;03/06/2020;https://api.fundinfo.com/document/f05dca44dd424be126b2329696299a5c_505199/MR_GB_en_LU0640478177_RES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;505199;f05dca44dd424be126b2329696299a5c;
MR;GB;en;LU0640478177;YES;30/04/2020;04/06/2020;https://api.fundinfo.com/document/91f106eaa171b1430832bcc2a2d4a976_272514/MR_GB_en_LU0640478177_YES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;272514;91f106eaa171b1430832bcc2a2d4a976;
KID;GB;en;LU0640478417;YES;12/06/2020;18/06/2020;https://api.fundinfo.com/document/baa53de1cd87dba2d73095afeea0fb15_309227/KID_GB_en_LU0640478417_YES_2020-06-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;309227;baa53de1cd87dba2d73095afeea0fb15;
MR;GB;en;LU0640478417;RES;30/04/2020;03/06/2020;https://api.fundinfo.com/document/d8e87039a13c2d89cbfc3bb4e4795bfd_468704/MR_GB_en_LU0640478417_RES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;468704;d8e87039a13c2d89cbfc3bb4e4795bfd;
MR;GB;en;LU0640478417;YES;30/04/2020;04/06/2020;https://api.fundinfo.com/document/b1a031b03f7cf1d76a76c76f844de3c0_272363/MR_GB_en_LU0640478417_YES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;272363;b1a031b03f7cf1d76a76c76f844de3c0;
KID;GB;en;LU0640478920;YES;31/01/2020;07/02/2020;https://api.fundinfo.com/document/2cc0245e2b4fa23e96f56c2b0ec0178a_310177/KID_GB_en_LU0640478920_YES_2020-01-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;310177;2cc0245e2b4fa23e96f56c2b0ec0178a;
MR;GB;en;LU0640478920;RES;30/04/2020;03/06/2020;https://api.fundinfo.com/document/5579f5e73bace85ef992b641247ea4c3_611977/MR_GB_en_LU0640478920_RES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;611977;5579f5e73bace85ef992b641247ea4c3;
MR;GB;en;LU0640478920;YES;30/04/2020;04/06/2020;https://api.fundinfo.com/document/106647ea840c828d4bea722cd42298a2_378495/MR_GB_en_LU0640478920_YES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;378495;106647ea840c828d4bea722cd42298a2;
KID;GB;en;LU0640496401;YES;31/01/2020;07/02/2020;https://api.fundinfo.com/document/e13a9e4b64fb4f28efc8b20148c67bd5_309448/KID_GB_en_LU0640496401_YES_2020-01-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;309448;e13a9e4b64fb4f28efc8b20148c67bd5;
MR;GB;en;LU0640496401;RES;30/04/2020;03/06/2020;https://api.fundinfo.com/document/970551378f862c7cbc6c8b5c60699e48_347912/MR_GB_en_LU0640496401_RES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;347912;970551378f862c7cbc6c8b5c60699e48;
MR;GB;en;LU0640496401;YES;30/04/2020;04/06/2020;https://api.fundinfo.com/document/02bd005614b960263c75a412bed6cfde_264856/MR_GB_en_LU0640496401_YES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;264856;02bd005614b960263c75a412bed6cfde;
KID;GB;en;LU0643933087;YES;22/04/2020;08/05/2020;https://api.fundinfo.com/document/960ec224dcd6cf645440b434b4cc462c_60351/KID_GB_en_LU0643933087_YES_2020-04-22.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;60351;960ec224dcd6cf645440b434b4cc462c;
MR;GB;en;LU0643933087;YES;31/05/2020;24/06/2020;https://api.fundinfo.com/document/d3e89f9f7f6c04ad5f0e83ac1a407007_137020/MR_GB_en_LU0643933087_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;137020;d3e89f9f7f6c04ad5f0e83ac1a407007;
KID;GB;en;LU0643933160;YES;22/04/2020;08/05/2020;https://api.fundinfo.com/document/cebc14d8b846f08cb4cdb7bb29b91bbc_62104/KID_GB_en_LU0643933160_YES_2020-04-22.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;62104;cebc14d8b846f08cb4cdb7bb29b91bbc;
KID;GB;en;LU0643934309;YES;22/04/2020;08/05/2020;https://api.fundinfo.com/document/cb3ff6bb09375d8023ec98a02342c577_56834/KID_GB_en_LU0643934309_YES_2020-04-22.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;56834;cb3ff6bb09375d8023ec98a02342c577;
MR;GB;en;LU0643934309;YES;31/05/2020;24/06/2020;https://api.fundinfo.com/document/a858a9c155ae87e1f1053f064e0f3868_137114/MR_GB_en_LU0643934309_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;137114;a858a9c155ae87e1f1053f064e0f3868;
KID;GB;en;LU0643934481;YES;22/04/2020;08/05/2020;https://api.fundinfo.com/document/879bda4e8d4d653436a7b09c534442e7_57220/KID_GB_en_LU0643934481_YES_2020-04-22.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;57220;879bda4e8d4d653436a7b09c534442e7;
KID;GB;en;LU0650527681;YES;10/02/2020;18/02/2020;https://api.fundinfo.com/document/2b14c73dc3e0e36ee3f662ed5e3df3fa_106556/KID_GB_en_LU0650527681_YES_2020-02-10.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;106556;2b14c73dc3e0e36ee3f662ed5e3df3fa;
MR;GB;en;LU0650527681;RES;31/05/2020;12/06/2020;https://api.fundinfo.com/document/9c6a90d9be6e66d795e373661dca2c16_582388/MR_GB_en_LU0650527681_RES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;582388;9c6a90d9be6e66d795e373661dca2c16;
MR;GB;en;LU0650527681;YES;31/05/2020;10/06/2020;https://api.fundinfo.com/document/1da29754015a19d828d07f3795e2c370_562535/MR_GB_en_LU0650527681_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;562535;1da29754015a19d828d07f3795e2c370;
KID;GB;en;LU0650957938;YES;09/02/2020;19/02/2020;https://api.fundinfo.com/document/4f9ace9ad97c7cd5c330c620b278a5e0_106953/KID_GB_en_LU0650957938_YES_2020-02-09.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;106953;4f9ace9ad97c7cd5c330c620b278a5e0;
MR;GB;en;LU0650957938;RES;31/05/2020;12/06/2020;https://api.fundinfo.com/document/f7d7e5344fd1a5f92cd6daff053db9ea_683063/MR_GB_en_LU0650957938_RES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;683063;f7d7e5344fd1a5f92cd6daff053db9ea;
MR;GB;en;LU0650957938;YES;31/05/2020;10/06/2020;https://api.fundinfo.com/document/0dcd18ed34cf601cd7af5609915bd614_664908/MR_GB_en_LU0650957938_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;664908;0dcd18ed34cf601cd7af5609915bd614;
KID;GB;en;LU0650958159;YES;09/02/2020;19/02/2020;https://api.fundinfo.com/document/778478b77a149e6c0c51028133939241_107001/KID_GB_en_LU0650958159_YES_2020-02-09.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;107001;778478b77a149e6c0c51028133939241;
MR;GB;en;LU0650958159;RES;31/05/2020;12/06/2020;https://api.fundinfo.com/document/e564d092935d9be46d62e2fdd9d28707_681206/MR_GB_en_LU0650958159_RES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;681206;e564d092935d9be46d62e2fdd9d28707;
MR;GB;en;LU0650958159;YES;31/05/2020;10/06/2020;https://api.fundinfo.com/document/4d431b35160e4507d5abd00f1ef14a28_663037/MR_GB_en_LU0650958159_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;663037;4d431b35160e4507d5abd00f1ef14a28;
KID;GB;en;LU0650958233;YES;09/02/2020;19/02/2020;https://api.fundinfo.com/document/c54ab0f7840d35ec2d868df9abc30aac_106950/KID_GB_en_LU0650958233_YES_2020-02-09.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;106950;c54ab0f7840d35ec2d868df9abc30aac;
MR;GB;en;LU0650958233;RES;31/05/2020;12/06/2020;https://api.fundinfo.com/document/7e6b20b60e6d0eebfef1db45112fe827_678976/MR_GB_en_LU0650958233_RES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;678976;7e6b20b60e6d0eebfef1db45112fe827;
MR;GB;en;LU0650958233;YES;31/05/2020;10/06/2020;https://api.fundinfo.com/document/43ce09e9b071cdb6763bca9c027e3666_660870/MR_GB_en_LU0650958233_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;660870;43ce09e9b071cdb6763bca9c027e3666;
MR;GB;en;LU0651906728;RES;31/05/2020;15/06/2020;https://api.fundinfo.com/document/50bd2dfa63c493e51fab36956127fcd6_76602/MR_GB_en_LU0651906728_RES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;76602;50bd2dfa63c493e51fab36956127fcd6;
KID;GB;en;LU0651906728;YES;22/04/2020;08/05/2020;https://api.fundinfo.com/document/b224dbb335751b42854e83c99d1372c4_58872/KID_GB_en_LU0651906728_YES_2020-04-22.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;58872;b224dbb335751b42854e83c99d1372c4;
KID;GB;en;LU0654618890;YES;19/05/2020;26/05/2020;https://api.fundinfo.com/document/e1075e100e60cdfa6f56a1fb2b2f82c3_104961/KID_GB_en_LU0654618890_YES_2020-05-19.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;104961;e1075e100e60cdfa6f56a1fb2b2f82c3;
MR;GB;en;LU0654618890;RES;31/05/2020;12/06/2020;https://api.fundinfo.com/document/7b3f174c9886deedc17e0346f17bc8df_584337/MR_GB_en_LU0654618890_RES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;584337;7b3f174c9886deedc17e0346f17bc8df;
MR;GB;en;LU0654618890;YES;31/05/2020;10/06/2020;https://api.fundinfo.com/document/8da46dd80b935861d575996e3fe1d168_563311/MR_GB_en_LU0654618890_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;563311;8da46dd80b935861d575996e3fe1d168;
KID;GB;en;LU0654954816;YES;22/04/2020;08/05/2020;https://api.fundinfo.com/document/141530d83860b69366d2eb6762f153fa_58762/KID_GB_en_LU0654954816_YES_2020-04-22.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;58762;141530d83860b69366d2eb6762f153fa;
MR;GB;en;LU0654954816;YES;31/05/2020;19/06/2020;https://api.fundinfo.com/document/3d6fd8df02f260c3f525316cb79d56fd_74243/MR_GB_en_LU0654954816_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;74243;3d6fd8df02f260c3f525316cb79d56fd;
